rouge1,rouge2,rougeL,rougeLsum,loop,refer,mode
1.0,1.0,1.0,1.0,0,0,answer
0.29664705607245934,0.12994162801773348,0.2002053410171973,0.26249746431438437,1,0,answer
0.2634827271441087,0.09541908363663941,0.17077360418927423,0.2277784085015784,2,0,answer
0.24729250112127615,0.08632592584923335,0.15730739735883675,0.2191663162308205,3,0,answer
0.2331173002605567,0.07606208790371732,0.14916241018761653,0.1971162215140747,4,0,answer
0.2226696301299326,0.06759409408307213,0.14404484810697235,0.19349255476663804,5,0,answer
0.23658116521463285,0.07477035225821368,0.1510528895520188,0.20398432760135624,6,0,answer
0.2100950022257157,0.06722572274585079,0.1375522373580369,0.1811803757213824,7,0,answer
0.2259529783156524,0.07208150984650849,0.1460217335644418,0.19680333362003533,8,0,answer
0.21229669549253652,0.06086938472166751,0.1365484891906359,0.18484434526275995,9,0,answer
0.29664705607245934,0.12994162801773348,0.2002053410171973,0.26249746431438437,1,n-1,answer
0.40982344346899313,0.2330686615553214,0.3067365736959711,0.3552472741526383,2,n-1,answer
0.4481383679603913,0.254533469015798,0.33152407899081143,0.38273620961244237,3,n-1,answer
0.48357076224198636,0.2862283020171444,0.37304078984828015,0.4127542514804219,4,n-1,answer
0.4954909439337284,0.2997101012306358,0.383514077580409,0.4267032699263902,5,n-1,answer
0.5050312347166217,0.3184951697358793,0.3879800962970065,0.43739721422993794,6,n-1,answer
0.5125131103726347,0.32064408584537873,0.4009667658196719,0.45116884897316323,7,n-1,answer
0.5143988847023496,0.3266856355286212,0.4047032426978272,0.45880802851151425,8,n-1,answer
0.5484431291535627,0.3468655276031685,0.4236211832122059,0.4888750900861774,9,n-1,answer
1.0,1.0,1.0,1.0,0,0,question
0.30653679345984897,0.13074548480784792,0.2567101091085102,0.25718320114941207,1,0,question
0.26186376389348404,0.07978355412135332,0.20749743781275393,0.20741819938747674,2,0,question
0.24565482113160636,0.06573645390074456,0.19974616850993304,0.19929216817861062,3,0,question
0.22735434359947926,0.052247474191047555,0.18640254987439314,0.18607504990908563,4,0,question
0.23130700408052984,0.04867436643759292,0.18366501854915462,0.18306313146936942,5,0,question
0.22496889834177278,0.050603028251800714,0.17257817952678367,0.17237283905568418,6,0,question
0.21773218605446978,0.04419179308622968,0.17356350503686552,0.1730773804065956,7,0,question
0.2134100119795933,0.04302735540427448,0.1697162907148627,0.1696751109221687,8,0,question
0.21453634733421195,0.04555644081036268,0.16868146147315066,0.16874385312340545,9,0,question
0.30653679345984897,0.13074548480784792,0.2567101091085102,0.25718320114941207,1,n-1,question
0.521506089450816,0.39135675532539893,0.49416754883439584,0.4918039458637611,2,n-1,question
0.6398897677873133,0.528011642723524,0.6126818659377826,0.6148277393657307,3,n-1,question
0.6769999792306666,0.5544334801311135,0.6441697193632427,0.6467336203066874,4,n-1,question
0.6970367212241546,0.6010403771272577,0.6831694727147917,0.6849253804273836,5,n-1,question
0.735980801958152,0.6479163601684024,0.7224628315770293,0.7226889739748587,6,n-1,question
0.7474589683553005,0.6567609278099242,0.7328338393617806,0.7329717417472219,7,n-1,question
0.7914093708705587,0.7144463312074376,0.7730118106742898,0.7753872431923503,8,n-1,question
0.7717776738532331,0.6872039350264201,0.7589849704306457,0.758385971434423,9,n-1,question
