rouge1,rouge2,rougeL,rougeLsum,loop,refer,mode
1.0,1.0,1.0,1.0,0,0,answer
0.4332787520389171,0.27576412598238637,0.3203726423150477,0.42727731505384803,1,0,answer
0.3201106365788128,0.1396689490560704,0.22114690146791696,0.3131953910231867,2,0,answer
0.3884533058751787,0.22435694175144133,0.2934104852421672,0.3839982347138973,3,0,answer
0.3965094770976879,0.22992026226948176,0.2925094437286212,0.3920574200451781,4,0,answer
0.32708001919823454,0.14302228016333018,0.22039930147515954,0.32178348449255023,5,0,answer
0.3885716129641797,0.223017258422105,0.2932138029157635,0.3838669734670711,6,0,answer
0.3965094770976879,0.22992026226948176,0.2925094437286212,0.3920574200451781,7,0,answer
0.32708001919823454,0.14302228016333018,0.22039930147515954,0.32178348449255023,8,0,answer
0.3885716129641797,0.223017258422105,0.2932138029157635,0.3838669734670711,9,0,answer
0.4332787520389171,0.27576412598238637,0.3203726423150477,0.42727731505384803,1,n-1,answer
0.4909723330472203,0.34146738592709575,0.40621416237773617,0.4823642625155117,2,n-1,answer
0.4432913187503681,0.2574390102221025,0.3087866738368452,0.4266962630071639,3,n-1,answer
0.5144975988678586,0.3484284260339461,0.37974861958750317,0.5020215736858457,4,n-1,answer
0.4404423780164646,0.26753816963259636,0.3245227559984886,0.42671840501561203,5,n-1,answer
0.4338207197428667,0.24132533174975296,0.28646148729074417,0.4173258758684907,6,n-1,answer
0.506134886709162,0.33835833176194885,0.36858830922398356,0.49367194498192896,7,n-1,answer
0.4404423780164646,0.26753816963259636,0.3245227559984886,0.42671840501561203,8,n-1,answer
0.4338207197428667,0.24132533174975296,0.28646148729074417,0.4173258758684907,9,n-1,answer
1.0,1.0,1.0,1.0,0,0,question
0.09118929381320043,0.03559930986887509,0.08267931615402699,0.08067199415365495,1,0,question
0.0477945352867843,0.010079365079365082,0.04208880581480044,0.04097621473625904,2,0,question
0.060094574381654046,0.011407069452822135,0.047023950752667354,0.046561209091999275,3,0,question
0.04996615609975465,0.011254556858204276,0.039243352238703844,0.038375654505272805,4,0,question
0.04541148843698573,0.010164083844920083,0.03546961740677746,0.03514005756242595,5,0,question
0.062408046448630766,0.012506560340319621,0.048450392401921574,0.048120361020196345,6,0,question
0.04996615609975465,0.011254556858204276,0.039243352238703844,0.038375654505272805,7,0,question
0.04541148843698573,0.010164083844920083,0.03546961740677746,0.03514005756242595,8,0,question
0.062408046448630766,0.012506560340319621,0.048450392401921574,0.048120361020196345,9,0,question
0.09118929381320043,0.03559930986887509,0.08267931615402699,0.08067199415365495,1,n-1,question
0.46047226165647215,0.05342655842655842,0.44940033650559963,0.44828367538893854,2,n-1,question
0.3542339363535016,0.024150579150579148,0.35331002331002337,0.35199665551839465,3,n-1,question
0.24086956521739128,0.02,0.24086956521739133,0.24,4,n-1,question
0.44,0.02,0.44,0.44,5,n-1,question
0.35,0.02,0.35,0.35,6,n-1,question
0.25,0.02,0.25,0.25,7,n-1,question
0.44,0.02,0.44,0.44,8,n-1,question
0.35,0.02,0.35,0.35,9,n-1,question
