rouge1,rouge2,rougeL,rougeLsum,loop,refer,mode
1.0,1.0,1.0,1.0,0,0,answer
0.4209222406594266,0.16751193191182895,0.24574405411858105,0.355397824000247,1,0,answer
0.39244978912269235,0.14814895490256913,0.2291470399471298,0.3281566831765711,2,0,answer
0.37422538059438765,0.13986239074727724,0.22431208238498787,0.32133400211811225,3,0,answer
0.3625682661822576,0.12694021666353325,0.20931554220556323,0.30903722952506885,4,0,answer
0.3289873810990271,0.10980853402721547,0.1903872668392308,0.27961715563003453,5,0,answer
0.32020700453182316,0.10762498478726626,0.18497543023456858,0.27473376761709,6,0,answer
0.3209932941061362,0.10724477256318003,0.18535148595757728,0.27128064786243955,7,0,answer
0.3189572966154256,0.11190410910690224,0.18512218665119773,0.27797067145643245,8,0,answer
0.3042812882889616,0.10252555165895239,0.17952088495068502,0.26300225679509726,9,0,answer
0.4209222406594266,0.16751193191182895,0.24574405411858105,0.355397824000247,1,n-1,answer
0.5213830948507296,0.2858065779435304,0.361895609307314,0.46887785007111915,2,n-1,answer
0.5363916440033691,0.30117884767132874,0.3790760448042513,0.47943659271330974,3,n-1,answer
0.5240980033544984,0.29887299313217575,0.37689777625173543,0.4761786300521682,4,n-1,answer
0.5136546124132431,0.2976075966152023,0.3809941066191813,0.4681750026398227,5,n-1,answer
0.5133268148997463,0.31475507039877476,0.3838201313658698,0.47520614191447197,6,n-1,answer
0.5358774667556696,0.32886018297283914,0.3966751019869027,0.4883999959617446,7,n-1,answer
0.5401354957008817,0.3334361963188007,0.4019486479373234,0.49859978796735294,8,n-1,answer
0.5318333084341147,0.32755034064040733,0.39595542772488024,0.49290077772302565,9,n-1,answer
1.0,1.0,1.0,1.0,0,0,question
0.27907384109311273,0.10995279486471082,0.25977018444886774,0.2598827143499756,1,0,question
0.23832354515543197,0.08954694457569447,0.21859965868380432,0.2181291419009428,2,0,question
0.23243185069390226,0.085038555975811,0.2115580886516014,0.21112197349713302,3,0,question
0.21548692780441714,0.07585768052789629,0.19684137214022907,0.1959159250642743,4,0,question
0.19960293779022337,0.0632977834919008,0.18426687993876822,0.18412409946506453,5,0,question
0.19142884573910313,0.06022996517955184,0.17889919488240497,0.1791595271032369,6,0,question
0.17890193686722744,0.0574525659650172,0.17030007450997137,0.17041435550771766,7,0,question
0.17912259641322822,0.059038101989020694,0.17142498420820962,0.1710197175343347,8,0,question
0.17633765133529822,0.05781410295771666,0.1693396784343423,0.16911473157932455,9,0,question
0.27907384109311273,0.10995279486471082,0.25977018444886774,0.2598827143499756,1,n-1,question
0.710932347408844,0.5723105988949245,0.6952433068934941,0.6950914213503283,2,n-1,question
0.7758795148382356,0.678574030927976,0.7711189327039863,0.7705334864348486,3,n-1,question
0.8128718990717981,0.7356994214351764,0.8058928304051133,0.8061607705150375,4,n-1,question
0.7681302311408289,0.680453360938671,0.7571411033025661,0.7590545553832553,5,n-1,question
0.7819466106649453,0.7017175801855371,0.7723526582450055,0.7731987190652848,6,n-1,question
0.7829380851439081,0.7024650174535787,0.7790905962990646,0.7803892562681056,7,n-1,question
0.784447417273409,0.7252459088347154,0.7792424079445961,0.780797317754905,8,n-1,question
0.7625547036122278,0.7159821984632743,0.7589957570012487,0.7588983092644483,9,n-1,question
