rouge1,rouge2,rougeL,rougeLsum,loop,refer,mode
1.0,1.0,1.0,1.0,0,0,answer
0.3621190443625318,0.25641433957843474,0.306775920283517,0.32445036761382207,1,0,answer
0.3252214680526859,0.2230813254406303,0.2790590639744662,0.27747480172826877,2,0,answer
0.3063608071813838,0.20751267961774694,0.2623761202399682,0.2601760631908725,3,0,answer
0.2774338723980211,0.1905177688879341,0.24166162831775698,0.23695238736232305,4,0,answer
0.2478611869155412,0.1657419680457165,0.21300932546941875,0.21163933596892823,5,0,answer
0.23834264869863142,0.16251736585194698,0.20511333549470318,0.1983614037615397,6,0,answer
0.21397819942761187,0.14470025473654755,0.19068314361896072,0.1819589857010087,7,0,answer
0.1956503463379512,0.13240128207142018,0.1709441871379218,0.16838006901769903,8,0,answer
0.1943404463343985,0.12605802948102668,0.1675986392307532,0.16748700492077,9,0,answer
0.3621190443625318,0.25641433957843474,0.306775920283517,0.32445036761382207,1,n-1,answer
0.4776589538837767,0.3902383064563464,0.4380410191992692,0.442183488373315,2,n-1,answer
0.5275467263632885,0.4664365609264074,0.4974063483516679,0.5121839699435492,3,n-1,answer
0.5923100650120414,0.5400966530501875,0.565082530248664,0.5777315945399031,4,n-1,answer
0.6248848857052827,0.5813902215151998,0.6032389486297408,0.6064590227018191,5,n-1,answer
0.6645889014865729,0.6176762699227591,0.642834411014764,0.6520059215435721,6,n-1,answer
0.6977858680115897,0.6614269331733537,0.6822972766681749,0.687084751256539,7,n-1,answer
0.7250516479550806,0.6839215119807465,0.7080489511944382,0.7134090859866606,8,n-1,answer
0.7549245005026142,0.7073275564449515,0.7307988497447637,0.745059295840855,9,n-1,answer
1.0,1.0,1.0,1.0,0,0,question
0.619750061229907,0.6049496261508798,0.620260691723953,0.6156760436160389,1,0,question
0.5035384668375724,0.4913282089712143,0.5047503593507874,0.5006491928021357,2,0,question
0.4181422724241402,0.40788836483479074,0.42057489309000406,0.4152839356810524,3,0,question
0.38008596193461386,0.37198551284792813,0.3819754011981339,0.37740208895487737,4,0,question
0.36401833992948657,0.35607864569841563,0.365131480331223,0.3599158494514373,5,0,question
0.3487817202901702,0.3411830638801848,0.3498688249710277,0.3440843131909502,6,0,question
0.3392829576281465,0.3332914255180262,0.3409294468021046,0.33704651701797106,7,0,question
0.33625456360949,0.3295932644437458,0.33778820534140286,0.33337293925404254,8,0,question
0.3343435858437406,0.3276092473565714,0.33484935577774405,0.3310874981540052,9,0,question
0.619750061229907,0.6049496261508798,0.620260691723953,0.6156760436160389,1,n-1,question
0.7986936729063414,0.797057918695108,0.7991633482471427,0.7982905846691298,2,n-1,question
0.8065610265079302,0.8066215430357201,0.809053817355851,0.8084459175284824,3,n-1,question
0.8380745269985908,0.8390043008735014,0.8393205551551566,0.8375849640928903,4,n-1,question
0.8761145526911622,0.8764255662989975,0.8770249491317788,0.8776408150853652,5,n-1,question
0.881630424113298,0.8821954755306717,0.8829514961920866,0.8810741588686787,6,n-1,question
0.9074320973649754,0.9076681310579412,0.9071511416415671,0.9063811931482524,7,n-1,question
0.9327756085433261,0.9325074342454165,0.9326882856347107,0.9318077138809423,8,n-1,question
0.9434819249839439,0.943098870338811,0.9431121670415535,0.942943515235378,9,n-1,question
