rouge1,rouge2,rougeL,rougeLsum,loop,refer,mode
1.0,1.0,1.0,1.0,0,0,answer
0.40435523061159956,0.16854114810048743,0.24337863125663267,0.3458989088568063,1,0,answer
0.37665517494801604,0.13658709673441344,0.21968462725791915,0.3281698474849907,2,0,answer
0.35963032332344674,0.12619559109422568,0.21043310445881044,0.31314330543234903,3,0,answer
0.3465444967169288,0.11638635732911808,0.19913211022655042,0.295978757106623,4,0,answer
0.3441116830423381,0.11339782675889376,0.19625093069419575,0.29609667584753446,5,0,answer
0.33869089592730883,0.11234329648750177,0.1955361096808666,0.294349303870482,6,0,answer
0.3299534685993304,0.10705800520433176,0.19056961667637323,0.2870520175504226,7,0,answer
0.3254484987715829,0.10835805351651195,0.19144072722354122,0.28574819555557923,8,0,answer
0.3277484501877243,0.10624680699643102,0.18985625337707404,0.2826044591813268,9,0,answer
0.40435523061159956,0.16854114810048743,0.24337863125663267,0.3458989088568063,1,n-1,answer
0.46853394783856395,0.23716238772500253,0.3073945804064212,0.4134091739801508,2,n-1,answer
0.5226397342707916,0.2829176865161306,0.35566904441201225,0.4727788291628229,3,n-1,answer
0.5382234176680356,0.30187985083690383,0.3670660676404748,0.4871255718988964,4,n-1,answer
0.5363317089567747,0.3057597500005717,0.3736878371365465,0.4823683139100156,5,n-1,answer
0.5441403260220294,0.3190646762194098,0.3830116947597454,0.4998670978049038,6,n-1,answer
0.5226010740573988,0.2999567423945911,0.365948485286023,0.47743438480461575,7,n-1,answer
0.5237925885738535,0.30539994309136986,0.3655031891920517,0.47619358069376116,8,n-1,answer
0.5077532100902816,0.28964478620882544,0.35374122463738267,0.4673204342195837,9,n-1,answer
1.0,0.99,1.0,1.0,0,0,question
0.33543430078128583,0.16369310083830868,0.2909165272177222,0.2925791654164307,1,0,question
0.27907689184439316,0.12012767792536955,0.2352529106066163,0.2365270924566112,2,0,question
0.25164896054848696,0.09969652246433833,0.21445275685573928,0.2140102128175378,3,0,question
0.23289972706925602,0.09259469440972379,0.19892908527100825,0.1997584238598295,4,0,question
0.22975422947134433,0.09095682896743854,0.19438049283487674,0.19505408562453175,5,0,question
0.2249363404593229,0.09013672167290984,0.1947360972689376,0.19545532368404284,6,0,question
0.21411553647622883,0.08376437080655245,0.18434214189287523,0.18566089616625625,7,0,question
0.2158519437742307,0.08087652450058214,0.18291635795556985,0.18389429179945954,8,0,question
0.2052206323847363,0.07537027870852304,0.1760384362710038,0.17694850995130645,9,0,question
0.33543430078128583,0.16369310083830868,0.2909165272177222,0.2925791654164307,1,n-1,question
0.6595612830333446,0.5086594168270198,0.6384024805750886,0.6377588732602515,2,n-1,question
0.736668501910553,0.6350270459660184,0.7221754243435932,0.7205605810456118,3,n-1,question
0.775119195876036,0.6982303278859665,0.7659355725997721,0.7663286967637329,4,n-1,question
0.7697398508899014,0.6862330226432294,0.7556306014056294,0.7575125123708423,5,n-1,question
0.7941531783685714,0.7266254135365842,0.7875929853684742,0.7885096896223367,6,n-1,question
0.8207368670630851,0.771703465405922,0.8172712583240545,0.8167621155765576,7,n-1,question
0.7997954214362331,0.7501344150452254,0.7951729809358399,0.7960544061645705,8,n-1,question
0.7900311491011305,0.7323447853732497,0.778371717123792,0.7791625960270643,9,n-1,question
